subset,class_index,class_name,relative_path
train,2,normal,normal/normal (125).png
train,2,normal,normal/normal (105).png
train,0,benign,benign/benign (403).png
train,2,normal,normal/normal (90).png
train,2,normal,normal/normal (114).png
train,0,benign,benign/benign (201).png
train,0,benign,benign/benign (168).png
train,1,malignant,malignant/malignant (94).png
train,1,malignant,malignant/malignant (67).png
train,0,benign,benign/benign (354).png
train,2,normal,normal/normal (74).png
train,0,benign,benign/benign (222).png
train,1,malignant,malignant/malignant (57).png
train,0,benign,benign/benign (375).png
train,2,normal,normal/normal (1).png
train,0,benign,benign/benign (114).png
train,2,normal,normal/normal (20).png
train,1,malignant,malignant/malignant (43).png
train,0,benign,benign/benign (421).png
train,0,benign,benign/benign (146).png
train,2,normal,normal/normal (28).png
train,0,benign,benign/benign (159).png
train,1,malignant,malignant/malignant (175).png
train,0,benign,benign/benign (211).png
train,2,normal,normal/normal (32).png
train,0,benign,benign/benign (226).png
train,1,malignant,malignant/malignant (130).png
train,1,malignant,malignant/malignant (140).png
train,0,benign,benign/benign (285).png
train,0,benign,benign/benign (155).png
train,0,benign,benign/benign (166).png
train,2,normal,normal/normal (88).png
train,0,benign,benign/benign (374).png
train,0,benign,benign/benign (212).png
train,2,normal,normal/normal (119).png
train,1,malignant,malignant/malignant (44).png
train,0,benign,benign/benign (108).png
train,0,benign,benign/benign (156).png
train,0,benign,benign/benign (113).png
train,2,normal,normal/normal (97).png
train,1,malignant,malignant/malignant (148).png
train,0,benign,benign/benign (17).png
train,2,normal,normal/normal (25).png
train,0,benign,benign/benign (214).png
train,0,benign,benign/benign (221).png
train,2,normal,normal/normal (30).png
train,0,benign,benign/benign (50).png
train,0,benign,benign/benign (62).png
train,1,malignant,malignant/malignant (77).png
train,0,benign,benign/benign (352).png
train,1,malignant,malignant/malignant (32).png
train,0,benign,benign/benign (143).png
train,1,malignant,malignant/malignant (151).png
train,0,benign,benign/benign (333).png
train,0,benign,benign/benign (11).png
train,0,benign,benign/benign (48).png
train,1,malignant,malignant/malignant (150).png
train,0,benign,benign/benign (152).png
train,0,benign,benign/benign (361).png
train,0,benign,benign/benign (325).png
train,1,malignant,malignant/malignant (186).png
train,1,malignant,malignant/malignant (11).png
train,0,benign,benign/benign (105).png
train,2,normal,normal/normal (27).png
train,0,benign,benign/benign (240).png
train,1,malignant,malignant/malignant (147).png
train,2,normal,normal/normal (107).png
train,0,benign,benign/benign (254).png
train,0,benign,benign/benign (377).png
train,0,benign,benign/benign (179).png
train,0,benign,benign/benign (192).png
train,0,benign,benign/benign (136).png
train,0,benign,benign/benign (16).png
train,1,malignant,malignant/malignant (17).png
train,0,benign,benign/benign (158).png
train,1,malignant,malignant/malignant (127).png
train,0,benign,benign/benign (208).png
train,2,normal,normal/normal (92).png
train,0,benign,benign/benign (215).png
train,2,normal,normal/normal (83).png
train,0,benign,benign/benign (267).png
train,0,benign,benign/benign (370).png
train,0,benign,benign/benign (141).png
train,2,normal,normal/normal (47).png
train,1,malignant,malignant/malignant (124).png
train,0,benign,benign/benign (402).png
train,1,malignant,malignant/malignant (74).png
train,0,benign,benign/benign (165).png
train,0,benign,benign/benign (107).png
train,1,malignant,malignant/malignant (184).png
train,2,normal,normal/normal (101).png
train,1,malignant,malignant/malignant (66).png
train,1,malignant,malignant/malignant (70).png
train,0,benign,benign/benign (263).png
train,1,malignant,malignant/malignant (162).png
train,0,benign,benign/benign (261).png
train,0,benign,benign/benign (237).png
train,1,malignant,malignant/malignant (88).png
train,0,benign,benign/benign (55).png
train,0,benign,benign/benign (300).png
train,1,malignant,malignant/malignant (180).png
train,2,normal,normal/normal (53).png
train,1,malignant,malignant/malignant (190).png
train,0,benign,benign/benign (53).png
train,2,normal,normal/normal (106).png
train,1,malignant,malignant/malignant (201).png
train,2,normal,normal/normal (68).png
train,0,benign,benign/benign (279).png
train,1,malignant,malignant/malignant (5).png
train,0,benign,benign/benign (4).png
train,1,malignant,malignant/malignant (76).png
train,0,benign,benign/benign (270).png
train,2,normal,normal/normal (19).png
train,0,benign,benign/benign (56).png
train,2,normal,normal/normal (76).png
train,1,malignant,malignant/malignant (125).png
train,1,malignant,malignant/malignant (139).png
train,1,malignant,malignant/malignant (185).png
train,0,benign,benign/benign (307).png
train,0,benign,benign/benign (293).png
train,1,malignant,malignant/malignant (122).png
train,0,benign,benign/benign (12).png
train,0,benign,benign/benign (112).png
train,0,benign,benign/benign (430).png
train,1,malignant,malignant/malignant (193).png
train,0,benign,benign/benign (315).png
train,0,benign,benign/benign (182).png
train,0,benign,benign/benign (303).png
train,0,benign,benign/benign (322).png
train,1,malignant,malignant/malignant (97).png
train,0,benign,benign/benign (180).png
train,0,benign,benign/benign (259).png
train,0,benign,benign/benign (224).png
train,0,benign,benign/benign (120).png
train,1,malignant,malignant/malignant (52).png
train,0,benign,benign/benign (32).png
train,1,malignant,malignant/malignant (89).png
train,0,benign,benign/benign (25).png
train,2,normal,normal/normal (7).png
train,2,normal,normal/normal (8).png
train,0,benign,benign/benign (358).png
train,0,benign,benign/benign (121).png
train,0,benign,benign/benign (66).png
train,1,malignant,malignant/malignant (93).png
train,0,benign,benign/benign (127).png
train,2,normal,normal/normal (10).png
train,2,normal,normal/normal (34).png
train,1,malignant,malignant/malignant (187).png
train,0,benign,benign/benign (195).png
train,2,normal,normal/normal (59).png
train,0,benign,benign/benign (251).png
train,1,malignant,malignant/malignant (107).png
train,0,benign,benign/benign (97).png
train,2,normal,normal/normal (29).png
train,0,benign,benign/benign (338).png
train,0,benign,benign/benign (74).png
train,1,malignant,malignant/malignant (83).png
train,0,benign,benign/benign (20).png
train,0,benign,benign/benign (398).png
train,0,benign,benign/benign (184).png
train,1,malignant,malignant/malignant (113).png
train,0,benign,benign/benign (104).png
train,2,normal,normal/normal (49).png
train,0,benign,benign/benign (350).png
train,1,malignant,malignant/malignant (209).png
train,2,normal,normal/normal (40).png
train,1,malignant,malignant/malignant (12).png
train,2,normal,normal/normal (63).png
train,0,benign,benign/benign (372).png
train,0,benign,benign/benign (389).png
train,1,malignant,malignant/malignant (9).png
train,2,normal,normal/normal (43).png
train,1,malignant,malignant/malignant (195).png
train,0,benign,benign/benign (367).png
train,0,benign,benign/benign (396).png
train,0,benign,benign/benign (335).png
train,2,normal,normal/normal (18).png
train,0,benign,benign/benign (387).png
train,0,benign,benign/benign (37).png
train,2,normal,normal/normal (64).png
train,0,benign,benign/benign (290).png
train,1,malignant,malignant/malignant (149).png
train,0,benign,benign/benign (150).png
train,1,malignant,malignant/malignant (7).png
train,1,malignant,malignant/malignant (8).png
train,0,benign,benign/benign (280).png
train,0,benign,benign/benign (238).png
train,0,benign,benign/benign (292).png
train,0,benign,benign/benign (78).png
train,0,benign,benign/benign (123).png
train,0,benign,benign/benign (277).png
train,1,malignant,malignant/malignant (152).png
train,0,benign,benign/benign (197).png
train,0,benign,benign/benign (160).png
train,1,malignant,malignant/malignant (31).png
train,0,benign,benign/benign (35).png
train,0,benign,benign/benign (424).png
train,2,normal,normal/normal (61).png
train,0,benign,benign/benign (54).png
train,0,benign,benign/benign (331).png
train,0,benign,benign/benign (416).png
train,0,benign,benign/benign (23).png
train,0,benign,benign/benign (40).png
train,1,malignant,malignant/malignant (47).png
train,2,normal,normal/normal (26).png
train,1,malignant,malignant/malignant (198).png
train,0,benign,benign/benign (220).png
train,0,benign,benign/benign (188).png
train,1,malignant,malignant/malignant (106).png
train,0,benign,benign/benign (392).png
train,0,benign,benign/benign (273).png
train,0,benign,benign/benign (176).png
train,1,malignant,malignant/malignant (111).png
train,1,malignant,malignant/malignant (123).png
train,0,benign,benign/benign (312).png
train,0,benign,benign/benign (360).png
train,0,benign,benign/benign (161).png
train,1,malignant,malignant/malignant (20).png
train,0,benign,benign/benign (194).png
train,1,malignant,malignant/malignant (129).png
train,0,benign,benign/benign (413).png
train,0,benign,benign/benign (359).png
train,0,benign,benign/benign (344).png
train,1,malignant,malignant/malignant (99).png
train,2,normal,normal/normal (23).png
train,1,malignant,malignant/malignant (197).png
train,0,benign,benign/benign (13).png
train,2,normal,normal/normal (42).png
train,2,normal,normal/normal (33).png
train,0,benign,benign/benign (432).png
train,1,malignant,malignant/malignant (73).png
train,1,malignant,malignant/malignant (166).png
train,2,normal,normal/normal (5).png
train,0,benign,benign/benign (246).png
train,2,normal,normal/normal (115).png
train,0,benign,benign/benign (8).png
train,0,benign,benign/benign (178).png
train,0,benign,benign/benign (414).png
train,0,benign,benign/benign (236).png
train,0,benign,benign/benign (46).png
train,1,malignant,malignant/malignant (183).png
train,0,benign,benign/benign (252).png
train,0,benign,benign/benign (162).png
train,1,malignant,malignant/malignant (101).png
train,0,benign,benign/benign (185).png
train,0,benign,benign/benign (425).png
train,0,benign,benign/benign (92).png
train,1,malignant,malignant/malignant (133).png
train,0,benign,benign/benign (233).png
train,2,normal,normal/normal (3).png
train,1,malignant,malignant/malignant (14).png
train,0,benign,benign/benign (382).png
train,1,malignant,malignant/malignant (56).png
train,1,malignant,malignant/malignant (103).png
train,0,benign,benign/benign (124).png
train,0,benign,benign/benign (61).png
train,2,normal,normal/normal (16).png
train,1,malignant,malignant/malignant (100).png
train,0,benign,benign/benign (102).png
train,0,benign,benign/benign (67).png
train,0,benign,benign/benign (205).png
train,0,benign,benign/benign (291).png
train,0,benign,benign/benign (302).png
train,0,benign,benign/benign (301).png
train,0,benign,benign/benign (167).png
train,0,benign,benign/benign (198).png
train,1,malignant,malignant/malignant (81).png
train,1,malignant,malignant/malignant (160).png
train,0,benign,benign/benign (34).png
train,1,malignant,malignant/malignant (27).png
train,1,malignant,malignant/malignant (4).png
train,2,normal,normal/normal (36).png
train,0,benign,benign/benign (288).png
train,0,benign,benign/benign (203).png
train,2,normal,normal/normal (131).png
train,1,malignant,malignant/malignant (64).png
train,0,benign,benign/benign (213).png
train,0,benign,benign/benign (347).png
train,1,malignant,malignant/malignant (135).png
train,1,malignant,malignant/malignant (164).png
train,0,benign,benign/benign (21).png
train,1,malignant,malignant/malignant (178).png
train,0,benign,benign/benign (206).png
train,1,malignant,malignant/malignant (161).png
train,2,normal,normal/normal (128).png
train,1,malignant,malignant/malignant (112).png
train,0,benign,benign/benign (268).png
train,0,benign,benign/benign (128).png
train,0,benign,benign/benign (310).png
train,0,benign,benign/benign (378).png
train,2,normal,normal/normal (98).png
train,1,malignant,malignant/malignant (40).png
train,1,malignant,malignant/malignant (59).png
train,0,benign,benign/benign (407).png
train,1,malignant,malignant/malignant (58).png
train,1,malignant,malignant/malignant (141).png
train,0,benign,benign/benign (299).png
train,0,benign,benign/benign (132).png
train,0,benign,benign/benign (115).png
train,0,benign,benign/benign (131).png
train,0,benign,benign/benign (82).png
train,2,normal,normal/normal (22).png
train,2,normal,normal/normal (46).png
train,0,benign,benign/benign (262).png
train,1,malignant,malignant/malignant (54).png
train,0,benign,benign/benign (43).png
train,0,benign,benign/benign (137).png
train,0,benign,benign/benign (309).png
train,1,malignant,malignant/malignant (194).png
train,0,benign,benign/benign (10).png
train,0,benign,benign/benign (364).png
train,0,benign,benign/benign (232).png
train,1,malignant,malignant/malignant (191).png
train,0,benign,benign/benign (191).png
train,1,malignant,malignant/malignant (155).png
train,0,benign,benign/benign (193).png
train,0,benign,benign/benign (353).png
train,0,benign,benign/benign (200).png
train,2,normal,normal/normal (104).png
train,0,benign,benign/benign (181).png
train,1,malignant,malignant/malignant (33).png
train,0,benign,benign/benign (384).png
train,0,benign,benign/benign (257).png
train,0,benign,benign/benign (275).png
train,0,benign,benign/benign (63).png
train,0,benign,benign/benign (125).png
train,0,benign,benign/benign (38).png
train,2,normal,normal/normal (67).png
train,1,malignant,malignant/malignant (116).png
train,0,benign,benign/benign (298).png
train,0,benign,benign/benign (394).png
train,0,benign,benign/benign (91).png
train,0,benign,benign/benign (18).png
train,1,malignant,malignant/malignant (132).png
train,0,benign,benign/benign (243).png
train,2,normal,normal/normal (60).png
train,1,malignant,malignant/malignant (68).png
train,0,benign,benign/benign (320).png
train,1,malignant,malignant/malignant (42).png
train,1,malignant,malignant/malignant (63).png
train,2,normal,normal/normal (84).png
train,2,normal,normal/normal (44).png
train,0,benign,benign/benign (248).png
train,2,normal,normal/normal (11).png
train,0,benign,benign/benign (69).png
train,2,normal,normal/normal (6).png
train,1,malignant,malignant/malignant (84).png
train,0,benign,benign/benign (228).png
train,0,benign,benign/benign (418).png
train,0,benign,benign/benign (153).png
train,1,malignant,malignant/malignant (153).png
train,0,benign,benign/benign (380).png
train,0,benign,benign/benign (269).png
train,1,malignant,malignant/malignant (41).png
train,0,benign,benign/benign (70).png
train,2,normal,normal/normal (127).png
train,0,benign,benign/benign (111).png
train,0,benign,benign/benign (405).png
train,1,malignant,malignant/malignant (176).png
train,1,malignant,malignant/malignant (6).png
train,0,benign,benign/benign (119).png
train,1,malignant,malignant/malignant (48).png
train,0,benign,benign/benign (57).png
train,2,normal,normal/normal (31).png
train,1,malignant,malignant/malignant (21).png
validation,2,normal,normal/normal (118).png
validation,2,normal,normal/normal (86).png
validation,0,benign,benign/benign (76).png
validation,2,normal,normal/normal (122).png
validation,0,benign,benign/benign (96).png
validation,1,malignant,malignant/malignant (38).png
validation,2,normal,normal/normal (110).png
validation,0,benign,benign/benign (306).png
validation,0,benign,benign/benign (282).png
validation,1,malignant,malignant/malignant (142).png
validation,0,benign,benign/benign (90).png
validation,0,benign,benign/benign (173).png
validation,1,malignant,malignant/malignant (39).png
validation,1,malignant,malignant/malignant (203).png
validation,0,benign,benign/benign (343).png
validation,1,malignant,malignant/malignant (82).png
validation,1,malignant,malignant/malignant (75).png
validation,0,benign,benign/benign (323).png
validation,0,benign,benign/benign (266).png
validation,1,malignant,malignant/malignant (104).png
validation,1,malignant,malignant/malignant (61).png
validation,1,malignant,malignant/malignant (121).png
validation,0,benign,benign/benign (177).png
validation,2,normal,normal/normal (132).png
validation,0,benign,benign/benign (28).png
validation,1,malignant,malignant/malignant (91).png
validation,0,benign,benign/benign (399).png
validation,1,malignant,malignant/malignant (146).png
validation,0,benign,benign/benign (72).png
validation,2,normal,normal/normal (78).png
validation,0,benign,benign/benign (247).png
validation,0,benign,benign/benign (49).png
validation,2,normal,normal/normal (109).png
validation,0,benign,benign/benign (390).png
validation,1,malignant,malignant/malignant (86).png
validation,0,benign,benign/benign (80).png
validation,0,benign,benign/benign (383).png
validation,1,malignant,malignant/malignant (154).png
validation,1,malignant,malignant/malignant (119).png
validation,1,malignant,malignant/malignant (26).png
validation,0,benign,benign/benign (316).png
validation,0,benign,benign/benign (411).png
validation,2,normal,normal/normal (37).png
validation,0,benign,benign/benign (218).png
validation,0,benign,benign/benign (305).png
validation,0,benign,benign/benign (348).png
validation,0,benign,benign/benign (223).png
validation,1,malignant,malignant/malignant (24).png
validation,1,malignant,malignant/malignant (28).png
validation,0,benign,benign/benign (47).png
validation,0,benign,benign/benign (36).png
validation,0,benign,benign/benign (260).png
validation,0,benign,benign/benign (401).png
validation,1,malignant,malignant/malignant (138).png
validation,0,benign,benign/benign (217).png
validation,0,benign,benign/benign (58).png
validation,2,normal,normal/normal (89).png
validation,1,malignant,malignant/malignant (181).png
validation,1,malignant,malignant/malignant (37).png
validation,0,benign,benign/benign (106).png
validation,2,normal,normal/normal (133).png
validation,2,normal,normal/normal (123).png
validation,0,benign,benign/benign (202).png
validation,0,benign,benign/benign (140).png
validation,1,malignant,malignant/malignant (55).png
validation,0,benign,benign/benign (186).png
validation,2,normal,normal/normal (24).png
validation,0,benign,benign/benign (409).png
validation,2,normal,normal/normal (73).png
validation,1,malignant,malignant/malignant (168).png
validation,0,benign,benign/benign (169).png
validation,2,normal,normal/normal (121).png
validation,0,benign,benign/benign (157).png
validation,0,benign,benign/benign (376).png
validation,0,benign,benign/benign (144).png
validation,1,malignant,malignant/malignant (80).png
validation,0,benign,benign/benign (340).png
validation,0,benign,benign/benign (271).png
validation,1,malignant,malignant/malignant (62).png
validation,0,benign,benign/benign (386).png
validation,2,normal,normal/normal (99).png
validation,0,benign,benign/benign (65).png
validation,0,benign,benign/benign (311).png
validation,0,benign,benign/benign (422).png
validation,0,benign,benign/benign (419).png
validation,0,benign,benign/benign (33).png
validation,2,normal,normal/normal (58).png
validation,0,benign,benign/benign (373).png
validation,0,benign,benign/benign (149).png
validation,1,malignant,malignant/malignant (36).png
validation,1,malignant,malignant/malignant (204).png
validation,0,benign,benign/benign (52).png
validation,0,benign,benign/benign (170).png
validation,0,benign,benign/benign (79).png
validation,0,benign,benign/benign (242).png
validation,0,benign,benign/benign (26).png
validation,1,malignant,malignant/malignant (30).png
validation,0,benign,benign/benign (245).png
validation,2,normal,normal/normal (120).png
validation,1,malignant,malignant/malignant (189).png
validation,0,benign,benign/benign (328).png
validation,0,benign,benign/benign (351).png
validation,0,benign,benign/benign (89).png
validation,1,malignant,malignant/malignant (200).png
validation,0,benign,benign/benign (190).png
validation,2,normal,normal/normal (94).png
validation,2,normal,normal/normal (87).png
validation,0,benign,benign/benign (410).png
validation,1,malignant,malignant/malignant (143).png
validation,2,normal,normal/normal (39).png
validation,0,benign,benign/benign (356).png
validation,1,malignant,malignant/malignant (131).png
validation,0,benign,benign/benign (276).png
validation,1,malignant,malignant/malignant (169).png
validation,0,benign,benign/benign (329).png
validation,0,benign,benign/benign (393).png
validation,0,benign,benign/benign (235).png
validation,0,benign,benign/benign (60).png
test,0,benign,benign/benign (281).png
test,1,malignant,malignant/malignant (79).png
test,1,malignant,malignant/malignant (95).png
test,0,benign,benign/benign (51).png
test,2,normal,normal/normal (96).png
test,0,benign,benign/benign (265).png
test,1,malignant,malignant/malignant (13).png
test,0,benign,benign/benign (117).png
test,2,normal,normal/normal (50).png
test,0,benign,benign/benign (434).png
test,0,benign,benign/benign (174).png
test,0,benign,benign/benign (151).png
test,0,benign,benign/benign (272).png
test,0,benign,benign/benign (129).png
test,1,malignant,malignant/malignant (174).png
test,1,malignant,malignant/malignant (98).png
test,1,malignant,malignant/malignant (165).png
test,0,benign,benign/benign (207).png
test,1,malignant,malignant/malignant (196).png
test,2,normal,normal/normal (117).png
test,1,malignant,malignant/malignant (22).png
test,0,benign,benign/benign (229).png
test,0,benign,benign/benign (75).png
test,0,benign,benign/benign (210).png
test,2,normal,normal/normal (4).png
test,2,normal,normal/normal (56).png
test,0,benign,benign/benign (59).png
test,0,benign,benign/benign (327).png
test,0,benign,benign/benign (369).png
test,0,benign,benign/benign (154).png
test,2,normal,normal/normal (91).png
test,2,normal,normal/normal (95).png
test,1,malignant,malignant/malignant (69).png
test,1,malignant,malignant/malignant (179).png
test,1,malignant,malignant/malignant (136).png
test,1,malignant,malignant/malignant (120).png
test,0,benign,benign/benign (100).png
test,2,normal,normal/normal (21).png
test,1,malignant,malignant/malignant (192).png
test,1,malignant,malignant/malignant (2).png
test,0,benign,benign/benign (371).png
test,0,benign,benign/benign (219).png
test,2,normal,normal/normal (72).png
test,1,malignant,malignant/malignant (202).png
test,1,malignant,malignant/malignant (65).png
test,2,normal,normal/normal (38).png
test,0,benign,benign/benign (225).png
test,1,malignant,malignant/malignant (23).png
test,0,benign,benign/benign (19).png
test,0,benign,benign/benign (313).png
test,2,normal,normal/normal (85).png
test,0,benign,benign/benign (139).png
test,0,benign,benign/benign (317).png
test,0,benign,benign/benign (258).png
test,0,benign,benign/benign (256).png
test,0,benign,benign/benign (391).png
test,1,malignant,malignant/malignant (87).png
test,0,benign,benign/benign (83).png
test,0,benign,benign/benign (145).png
test,1,malignant,malignant/malignant (102).png
test,0,benign,benign/benign (341).png
test,0,benign,benign/benign (95).png
test,1,malignant,malignant/malignant (126).png
test,0,benign,benign/benign (64).png
test,1,malignant,malignant/malignant (71).png
test,1,malignant,malignant/malignant (109).png
test,0,benign,benign/benign (362).png
test,1,malignant,malignant/malignant (145).png
test,0,benign,benign/benign (400).png
test,0,benign,benign/benign (437).png
test,0,benign,benign/benign (41).png
test,0,benign,benign/benign (355).png
test,1,malignant,malignant/malignant (53).png
test,0,benign,benign/benign (147).png
test,0,benign,benign/benign (164).png
test,1,malignant,malignant/malignant (35).png
test,1,malignant,malignant/malignant (19).png
test,1,malignant,malignant/malignant (15).png
test,0,benign,benign/benign (231).png
test,2,normal,normal/normal (66).png
test,2,normal,normal/normal (112).png
test,0,benign,benign/benign (234).png
test,0,benign,benign/benign (404).png
test,0,benign,benign/benign (326).png
test,2,normal,normal/normal (12).png
test,2,normal,normal/normal (93).png
test,0,benign,benign/benign (304).png
test,0,benign,benign/benign (283).png
test,0,benign,benign/benign (253).png
test,2,normal,normal/normal (52).png
test,0,benign,benign/benign (408).png
test,1,malignant,malignant/malignant (156).png
test,0,benign,benign/benign (9).png
test,0,benign,benign/benign (196).png
test,0,benign,benign/benign (39).png
test,1,malignant,malignant/malignant (182).png
test,0,benign,benign/benign (334).png
test,0,benign,benign/benign (14).png
test,0,benign,benign/benign (122).png
test,1,malignant,malignant/malignant (170).png
test,0,benign,benign/benign (308).png
test,2,normal,normal/normal (15).png
test,1,malignant,malignant/malignant (163).png
test,0,benign,benign/benign (98).png
test,0,benign,benign/benign (73).png
test,0,benign,benign/benign (337).png
test,0,benign,benign/benign (171).png
test,0,benign,benign/benign (1).png
test,2,normal,normal/normal (79).png
test,0,benign,benign/benign (417).png
test,0,benign,benign/benign (426).png
test,1,malignant,malignant/malignant (134).png
test,0,benign,benign/benign (88).png
test,0,benign,benign/benign (318).png
test,0,benign,benign/benign (6).png
